"","id"," AAPL.Open"," AAPL.High"," AAPL.Low"," AAPL.Close"," AAPL.Volume"," AAPL.Adjusted"
"2015-01-02",357,111.389999,111.440002,107.349998,109.330002,53204600,106.271212
"2015-01-05",358,108.290001,108.650002,105.410004,106.25,64285500,103.277382
"2015-01-06",359,106.540001,107.43,104.629997,106.260002,65797100,103.287104
"2015-01-07",360,107.199997,108.199997,106.699997,107.75,40105900,104.735415
"2015-01-08",361,109.230003,112.150002,108.699997,111.889999,59364500,108.759587
"2015-01-09",362,112.669998,113.25,110.209999,112.010002,53699500,108.876233
"2015-01-12",363,112.599998,112.629997,108.800003,109.25,49650800,106.193449
"2015-01-13",364,111.43,112.800003,108.910004,110.220001,67091900,107.136312
"2015-01-14",365,109.040001,110.489998,108.5,109.800003,48337000,106.728064
"2015-01-15",366,110,110.059998,106.660004,106.82,60014000,103.831434
"2015-01-16",367,107.029999,107.580002,105.199997,105.989998,78513300,103.024654
"2015-01-20",368,107.839996,108.970001,106.5,108.720001,49899900,105.678278
"2015-01-21",369,108.949997,111.059998,108.269997,109.550003,48575900,106.485058
"2015-01-22",370,110.260002,112.470001,109.720001,112.400002,53796400,109.255321
"2015-01-23",371,112.300003,113.75,111.529999,112.980003,46464800,109.819096
"2015-01-26",372,113.739998,114.360001,112.800003,113.099998,55615000,109.935734
"2015-01-27",373,112.419998,112.480003,109.029999,109.139999,95568700,106.086526
"2015-01-28",374,117.629997,118.120003,115.309998,115.309998,146477100,112.083902
"2015-01-29",375,116.32,119.190002,115.559998,118.900002,84436400,115.573467
"2015-01-30",376,118.400002,120,116.849998,117.160004,83745500,113.88215
"2015-02-02",377,118.050003,119.169998,116.080002,118.629997,62739100,115.311016
"2015-02-03",378,118.5,119.089996,117.610001,118.650002,51915700,115.330461
"2015-02-04",379,118.5,120.510002,118.309998,119.559998,70149700,116.214997
"2015-02-05",380,120.019997,120.230003,119.25,119.940002,42246200,117.044479
"2015-02-06",381,120.019997,120.25,118.449997,118.93,43706600,116.05886
"2015-02-09",382,118.550003,119.839996,118.43,119.720001,38889800,116.829789
"2015-02-10",383,120.169998,122.150002,120.160004,122.019997,62008500,119.074259
"2015-02-11",384,122.769997,124.919998,122.5,124.879997,73561800,121.865215
"2015-02-12",385,126.059998,127.480003,125.57,126.459999,74474500,123.407074
"2015-02-13",386,127.279999,127.279999,125.650002,127.080002,54272200,124.012109
"2015-02-17",387,127.489998,128.880005,126.919998,127.830002,63152400,124.744003
"2015-02-18",388,127.629997,128.779999,127.449997,128.720001,44891700,125.612516
"2015-02-19",389,128.479996,129.029999,128.330002,128.449997,37362400,125.34903
"2015-02-20",390,128.619995,129.5,128.050003,129.5,48948400,126.373685
"2015-02-23",391,130.020004,133,129.660004,133,70974100,129.78919
"2015-02-24",392,132.940002,133.600006,131.169998,132.169998,69228100,128.979225
"2015-02-25",393,131.559998,131.600006,128.149994,128.789993,74711700,125.680819
"2015-02-26",394,128.789993,130.869995,126.610001,130.419998,91287500,127.271473
"2015-02-27",395,130,130.570007,128.240005,128.460007,62014800,125.358798
"2015-03-02",396,129.25,130.279999,128.300003,129.089996,48096700,125.973579
"2015-03-03",397,128.960007,129.520004,128.089996,129.360001,37816300,126.237065
"2015-03-04",398,129.100006,129.559998,128.320007,128.539993,31666300,125.436854
"2015-03-05",399,128.580002,128.75,125.760002,126.410004,56517100,123.358285
"2015-03-06",400,128.399994,129.369995,126.260002,126.599998,72842100,123.543693
"2015-03-09",401,127.959999,129.570007,125.059998,127.139999,88528500,124.070658
"2015-03-10",402,126.410004,127.220001,123.800003,124.510002,68856600,121.504153
"2015-03-11",403,124.75,124.769997,122.110001,122.239998,68939000,119.288949
"2015-03-12",404,122.309998,124.900002,121.629997,124.449997,48362700,121.445596
"2015-03-13",405,124.400002,125.400002,122.580002,123.589996,51827300,120.606357
"2015-03-16",406,123.879997,124.949997,122.870003,124.949997,35874300,121.933525
"2015-03-17",407,125.900002,127.32,125.650002,127.040001,51023100,123.973074
"2015-03-18",408,127,129.160004,126.370003,128.470001,65270900,125.368552
"2015-03-19",409,128.75,129.25,127.400002,127.5,45809500,124.421968
"2015-03-20",410,128.25,128.399994,125.160004,125.900002,68695100,122.860595
"2015-03-23",411,127.120003,127.849998,126.519997,127.209999,37709700,124.138968
"2015-03-24",412,127.230003,128.039993,126.559998,126.690002,32842300,123.631525
"2015-03-25",413,126.540001,126.82,123.379997,123.379997,51655200,120.401428
"2015-03-26",414,122.760002,124.879997,122.599998,124.239998,47572900,121.240667
"2015-03-27",415,124.57,124.699997,122.910004,123.25,39546200,120.274569
"2015-03-30",416,124.050003,126.400002,124,126.370003,47099700,123.31925
"2015-03-31",417,126.089996,126.489998,124.360001,124.43,42090600,121.426082
"2015-04-01",418,124.82,125.120003,123.099998,124.25,40621400,121.250427
"2015-04-02",419,125.029999,125.559998,124.190002,125.32,32220100,122.294596
"2015-04-06",420,124.470001,127.510002,124.330002,127.349998,37194000,124.275587
"2015-04-07",421,127.639999,128.119995,125.980003,126.010002,35012300,122.96794
"2015-04-08",422,125.849998,126.400002,124.970001,125.599998,37329200,122.567835
"2015-04-09",423,125.849998,126.580002,124.660004,126.559998,32484000,123.504658
"2015-04-10",424,125.949997,127.209999,125.260002,127.099998,40188000,124.031623
"2015-04-13",425,128.369995,128.570007,126.610001,126.849998,36365100,123.787658
"2015-04-14",426,127,127.290001,125.910004,126.300003,25524600,123.25094
"2015-04-15",427,126.410004,127.129997,126.010002,126.779999,28970400,123.719348
"2015-04-16",428,126.279999,127.099998,126.110001,126.169998,28369000,123.124074
"2015-04-17",429,125.550003,126.139999,124.459999,124.75,51957000,121.738357
"2015-04-20",430,125.57,128.119995,125.169998,127.599998,47054300,124.519552
"2015-04-21",431,128.100006,128.199997,126.669998,126.910004,32435100,123.846215
"2015-04-22",432,126.989998,128.869995,126.32,128.619995,37654500,125.514924
"2015-04-23",433,128.300003,130.419998,128.139999,129.669998,45770900,126.539579
"2015-04-24",434,130.490005,130.630005,129.229996,130.279999,44525900,127.134853
"2015-04-27",435,132.309998,133.130005,131.149994,132.649994,96954200,129.447633
"2015-04-28",436,134.460007,134.539993,129.570007,130.559998,118924000,127.408092
"2015-04-29",437,130.160004,131.589996,128.300003,128.639999,63386100,125.534446
"2015-04-30",438,128.639999,128.639999,124.580002,125.150002,83195400,122.128701
"2015-05-01",439,126.099998,130.130005,125.300003,128.949997,58512600,125.83696
"2015-05-04",440,129.5,130.570007,128.259995,128.699997,50988300,125.592995
"2015-05-05",441,128.149994,128.449997,125.779999,125.800003,49271400,122.763011
"2015-05-06",442,126.559998,126.75,123.360001,125.010002,72141000,121.992082
"2015-05-07",443,124.769997,126.080002,124.019997,125.260002,43940900,122.746637
"2015-05-08",444,126.68,127.620003,126.110001,127.620003,55550400,125.059283
"2015-05-11",445,127.389999,127.559998,125.629997,126.32,42035800,123.785365
"2015-05-12",446,125.599998,126.879997,124.82,125.870003,48160000,123.344397
"2015-05-13",447,126.150002,127.190002,125.870003,126.010002,34694200,123.481588
"2015-05-14",448,127.410004,128.949997,127.160004,128.949997,45203500,126.362591
"2015-05-15",449,129.070007,129.490005,128.210007,128.770004,38208000,126.18621
"2015-05-18",450,128.380005,130.720001,128.360001,130.190002,50882900,127.577716
"2015-05-19",451,130.690002,130.880005,129.639999,130.070007,44633200,127.460128
"2015-05-20",452,130,130.979996,129.339996,130.059998,36454900,127.450319
"2015-05-21",453,130.070007,131.630005,129.830002,131.389999,39730400,128.753634
"2015-05-22",454,131.600006,132.970001,131.399994,132.539993,45596000,129.880553
"2015-05-26",455,132.600006,132.910004,129.119995,129.619995,70697600,127.019145
"2015-05-27",456,130.339996,132.259995,130.050003,132.039993,45833200,129.390586
"2015-05-28",457,131.860001,131.949997,131.100006,131.779999,30733300,129.135808
"2015-05-29",458,131.229996,131.449997,129.899994,130.279999,50884500,127.665906
"2015-06-01",459,130.279999,131.389999,130.050003,130.539993,32112800,127.920684
"2015-06-02",460,129.860001,130.660004,129.320007,129.960007,33667600,127.352335
"2015-06-03",461,130.660004,130.940002,129.899994,130.119995,30889400,127.509113
"2015-06-04",462,129.580002,130.580002,128.910004,129.360001,38450100,126.764368
"2015-06-05",463,129.5,129.690002,128.360001,128.649994,35626800,126.068608
"2015-06-08",464,128.899994,129.210007,126.830002,127.800003,52674800,125.235672
"2015-06-09",465,126.699997,128.080002,125.620003,127.419998,56075400,124.863292
"2015-06-10",466,127.919998,129.339996,127.849998,128.880005,39087300,126.294003
"2015-06-11",467,129.179993,130.179993,128.479996,128.589996,35390900,126.009814
"2015-06-12",468,128.190002,128.330002,127.110001,127.169998,36886200,124.618308
"2015-06-15",469,126.099998,127.239998,125.709999,126.919998,43988900,124.373324
"2015-06-16",470,127.029999,127.849998,126.370003,127.599998,31494100,125.03968
"2015-06-17",471,127.720001,127.879997,126.739998,127.300003,32918100,124.745705
"2015-06-18",472,127.230003,128.309998,127.220001,127.879997,35407200,125.314061
"2015-06-19",473,127.709999,127.82,126.400002,126.599998,54716900,124.059746
"2015-06-22",474,127.489998,128.059998,127.080002,127.610001,34039300,125.049482
"2015-06-23",475,127.480003,127.610001,126.879997,127.029999,30268900,124.481118
"2015-06-24",476,127.209999,129.800003,127.120003,128.110001,55280900,125.539449
"2015-06-25",477,128.860001,129.199997,127.5,127.5,31938100,124.941688
"2015-06-26",478,127.669998,127.989998,126.510002,126.75,44066800,124.206737
"2015-06-29",479,125.459999,126.470001,124.480003,124.529999,49161400,122.031281
"2015-06-30",480,125.57,126.120003,124.860001,125.43,44370700,122.913224
"2015-07-01",481,126.900002,126.940002,125.989998,126.599998,30238800,124.059746
"2015-07-02",482,126.43,126.690002,125.769997,126.440002,27211000,123.90296
"2015-07-06",483,124.940002,126.230003,124.849998,126,28060400,123.471786
"2015-07-07",484,125.889999,126.150002,123.769997,125.690002,46946800,123.168009
"2015-07-08",485,124.480003,124.639999,122.540001,122.57,60761600,120.11061
"2015-07-09",486,123.849998,124.059998,119.220001,120.07,77821600,117.660773
"2015-07-10",487,121.940002,123.849998,121.209999,123.279999,61354500,120.806362
"2015-07-13",488,125.029999,125.760002,124.32,125.660004,41440500,123.138612
"2015-07-14",489,126.040001,126.370003,125.040001,125.610001,31768100,123.089612
"2015-07-15",490,125.720001,127.150002,125.580002,126.82,33649200,124.275333
"2015-07-16",491,127.739998,128.570007,127.349998,128.509995,36222400,125.931417
"2015-07-17",492,129.080002,129.619995,128.309998,129.619995,46164700,127.019145
"2015-07-20",493,130.970001,132.970001,130.699997,132.070007,58900200,129.419998
"2015-07-21",494,132.850006,132.919998,130.320007,130.75,76756400,128.126477
"2015-07-22",495,121.989998,125.5,121.989998,125.220001,115450600,122.707438
"2015-07-23",496,126.199997,127.089996,125.059998,125.160004,50999500,122.648645
"2015-07-24",497,125.32,125.739998,123.900002,124.5,42162300,122.001884
"2015-07-27",498,123.089996,123.610001,122.120003,122.769997,44455500,120.306594
"2015-07-28",499,123.379997,123.910004,122.550003,123.379997,33618100,120.904354
"2015-07-29",500,123.150002,123.5,122.269997,122.989998,37011700,120.52218
"2015-07-30",501,122.32,122.57,121.709999,122.370003,33628300,119.914626
"2015-07-31",502,122.599998,122.639999,120.910004,121.300003,42885000,118.866096
"2015-08-03",503,121.5,122.57,117.519997,118.440002,69976000,116.063481
"2015-08-04",504,117.419998,117.699997,113.25,114.639999,124138600,112.339726
"2015-08-05",505,112.949997,117.440002,112.099998,115.400002,99312600,113.084479
"2015-08-06",506,115.970001,116.5,114.120003,115.129997,52903000,113.330563
"2015-08-07",507,114.580002,116.25,114.5,115.519997,38670400,113.714467
"2015-08-10",508,116.529999,119.989998,116.529999,119.720001,54951600,117.848827
"2015-08-11",509,117.809998,118.18,113.330002,113.489998,97082800,111.716196
"2015-08-12",510,112.529999,115.419998,109.629997,115.239998,101217500,113.438844
"2015-08-13",511,116.040001,116.400002,114.540001,115.150002,48535800,113.350254
"2015-08-14",512,114.32,116.309998,114.010002,115.959999,42929500,114.147592
"2015-08-17",513,116.040001,117.650002,115.5,117.160004,40884700,115.328841
"2015-08-18",514,116.43,117.440002,116.010002,116.5,34560700,114.679153
"2015-08-19",515,116.099998,116.519997,114.68,115.010002,47445700,113.212443
"2015-08-20",516,114.080002,114.349998,111.629997,112.650002,68501600,110.889328
"2015-08-21",517,110.43,111.900002,105.650002,105.760002,128275500,104.107017
"2015-08-24",518,94.870003,108.800003,92,103.120003,162206300,101.508279
"2015-08-25",519,111.110001,111.110001,103.5,103.739998,103601600,102.118584
"2015-08-26",520,107.089996,109.889999,105.050003,109.690002,96774600,107.975593
"2015-08-27",521,112.230003,113.239998,110.019997,112.919998,84616100,111.155105
"2015-08-28",522,112.169998,113.309998,111.540001,113.290001,53164400,111.519325
"2015-08-31",523,112.029999,114.529999,112,112.760002,56229300,110.99761
"2015-09-01",524,110.150002,111.879997,107.360001,107.720001,76845900,106.036382
"2015-09-02",525,110.230003,112.339996,109.129997,112.339996,61888800,110.584168
"2015-09-03",526,112.489998,112.779999,110.040001,110.370003,53233900,108.644965
"2015-09-04",527,108.970001,110.449997,108.510002,109.269997,49996300,107.562151
"2015-09-08",528,111.75,112.559998,110.32,112.309998,54843600,110.554638
"2015-09-09",529,113.760002,114.019997,109.769997,110.150002,85010800,108.428402
"2015-09-10",530,110.269997,113.279999,109.900002,112.57,62892800,110.810577
"2015-09-11",531,111.790001,114.209999,111.760002,114.209999,49915500,112.424944
"2015-09-14",532,116.580002,116.889999,114.860001,115.309998,58363400,113.50775
"2015-09-15",533,115.93,116.529999,114.419998,116.279999,43341200,114.46259
"2015-09-16",534,116.25,116.540001,115.440002,116.410004,37173500,114.590563
"2015-09-17",535,115.660004,116.489998,113.720001,113.919998,64112600,112.139475
"2015-09-18",536,112.209999,114.300003,111.870003,113.449997,74285300,111.67682
"2015-09-21",537,113.669998,115.370003,113.660004,115.209999,50222000,113.409314
"2015-09-22",538,113.379997,114.18,112.519997,113.400002,50346200,111.627606
"2015-09-23",539,113.629997,114.720001,113.300003,114.32,35756700,112.533225
"2015-09-24",540,113.25,115.5,112.370003,115,50219500,113.202597
"2015-09-25",541,116.440002,116.690002,114.019997,114.709999,56151900,112.917129
"2015-09-28",542,113.849998,114.57,112.440002,112.440002,52109000,110.682611
"2015-09-29",543,112.830002,113.510002,107.860001,109.059998,73365400,107.355435
"2015-09-30",544,110.169998,111.540001,108.730003,110.300003,66473000,108.576059
"2015-10-01",545,109.07,109.620003,107.309998,109.580002,63929100,107.867311
"2015-10-02",546,108.010002,111.010002,107.550003,110.379997,58019800,108.654803
"2015-10-05",547,109.879997,111.370003,109.07,110.779999,52064700,109.048553
"2015-10-06",548,110.629997,111.739998,109.769997,111.309998,48857000,109.570268
"2015-10-07",549,111.739998,111.769997,109.410004,110.779999,46765600,109.048553
"2015-10-08",550,110.190002,110.190002,108.209999,109.5,61979600,107.78856
"2015-10-09",551,110,112.279999,109.489998,112.120003,52766100,110.367613
"2015-10-12",552,112.730003,112.75,111.440002,111.599998,30467200,109.855736
"2015-10-13",553,110.82,112.449997,110.68,111.790001,33049300,110.042769
"2015-10-14",554,111.290001,111.519997,109.559998,110.209999,44462400,108.487462
"2015-10-15",555,110.93,112.099998,110.489998,111.860001,37673500,110.111675
"2015-10-16",556,111.779999,112,110.529999,111.040001,38236300,109.304491
"2015-10-19",557,110.800003,111.75,110.110001,111.730003,29759200,109.983709
"2015-10-20",558,111.339996,114.169998,110.82,113.769997,48967800,111.991818
"2015-10-21",559,114,115.580002,113.699997,113.760002,41795200,111.98198
"2015-10-22",560,114.330002,115.5,114.099998,115.5,41654100,113.694782
"2015-10-23",561,116.699997,119.230003,116.330002,119.080002,59366900,117.21883
"2015-10-26",562,118.080002,118.129997,114.919998,115.279999,66333800,113.47822
"2015-10-27",563,115.400002,116.540001,113.989998,114.550003,69884400,112.759634
"2015-10-28",564,116.93,119.300003,116.059998,119.269997,85551400,117.405856
"2015-10-29",565,118.699997,120.690002,118.269997,120.529999,51227300,118.646164
"2015-10-30",566,120.989998,121.220001,119.449997,119.5,49365300,117.632264
"2015-11-02",567,120.800003,121.360001,119.610001,121.18,32203300,119.286007
"2015-11-03",568,120.790001,123.489998,120.699997,122.57,45519000,120.654281
"2015-11-04",569,123.129997,123.82,121.620003,122,44886100,120.09319
"2015-11-05",570,121.849998,122.690002,120.18,120.919998,39552700,119.539588
"2015-11-06",571,121.110001,121.809998,120.620003,121.059998,33042300,119.677989
"2015-11-09",572,120.959999,121.809998,120.050003,120.57,33871400,119.193585
"2015-11-10",573,116.900002,118.07,116.059998,116.769997,59127900,115.436962
"2015-11-11",574,116.370003,117.419998,115.209999,116.110001,45218000,114.784501
"2015-11-12",575,116.260002,116.82,115.650002,115.720001,32525600,114.398953
"2015-11-13",576,115.199997,115.57,112.269997,112.339996,45812400,111.057534
"2015-11-16",577,111.379997,114.239998,111,114.18,38106700,112.876533
"2015-11-17",578,114.919998,115.050003,113.32,113.690002,27616900,112.392129
"2015-11-18",579,115.760002,117.489998,115.5,117.290001,46674700,115.95103
"2015-11-19",580,117.639999,119.75,116.760002,118.779999,43295800,117.424018
"2015-11-20",581,119.199997,119.919998,118.849998,119.300003,34287100,117.938086
"2015-11-23",582,119.269997,119.730003,117.339996,117.75,32482500,116.405778
"2015-11-24",583,117.330002,119.349998,117.120003,118.879997,42803200,117.522875
"2015-11-25",584,119.209999,119.230003,117.919998,118.029999,21388300,116.68258
"2015-11-27",585,118.290001,118.410004,117.599998,117.809998,13046400,116.465091
"2015-11-30",586,117.989998,119.410004,117.75,118.300003,39180300,116.949502
"2015-12-01",587,118.75,118.809998,116.860001,117.339996,34852400,116.000455
"2015-12-02",588,117.339996,118.110001,116.080002,116.279999,33386600,114.952558
"2015-12-03",589,116.550003,116.790001,114.220001,115.199997,41569500,113.884885
"2015-12-04",590,115.290001,119.25,115.110001,119.029999,57777000,117.671164
"2015-12-07",591,118.980003,119.860001,117.809998,118.279999,32084200,116.929726
"2015-12-08",592,117.519997,118.599998,116.860001,118.230003,34309500,116.880302
"2015-12-09",593,117.639999,117.690002,115.080002,115.620003,46361400,114.300096
"2015-12-10",594,116.040001,116.940002,115.510002,116.169998,29212700,114.843813
"2015-12-11",595,115.190002,115.389999,112.849998,113.18,46886200,111.887949
"2015-12-14",596,112.18,112.68,109.790001,112.480003,64318700,111.195943
"2015-12-15",597,111.940002,112.800003,110.349998,110.489998,52978100,109.228655
"2015-12-16",598,111.07,111.989998,108.800003,111.339996,56238500,110.06895
"2015-12-17",599,112.019997,112.25,108.980003,108.980003,44772800,107.735899
"2015-12-18",600,108.910004,109.519997,105.809998,106.029999,96453300,104.819571
"2015-12-21",601,107.279999,107.370003,105.57,107.330002,47590600,106.104733
"2015-12-22",602,107.400002,107.720001,106.449997,107.230003,32789400,106.005876
"2015-12-23",603,107.269997,108.849998,107.199997,108.610001,32657400,107.37012
"2015-12-24",604,109,109,107.949997,108.029999,13596700,106.796739
"2015-12-28",605,107.589996,107.690002,106.18,106.82,26704200,105.600553
"2015-12-29",606,106.959999,109.43,106.860001,108.739998,30931200,107.498633
"2015-12-30",607,108.580002,108.699997,107.18,107.32,25213800,106.094845
"2015-12-31",608,107.010002,107.029999,104.82,105.260002,40912300,104.058365
"2016-01-04",609,102.610001,105.370003,102,105.349998,67649400,104.147334
"2016-01-05",610,105.75,105.849998,102.410004,102.709999,55791000,101.537472
"2016-01-06",611,100.559998,102.370003,99.870003,100.699997,68457400,99.550416
"2016-01-07",612,98.68,100.129997,96.43,96.449997,81094400,95.348934
"2016-01-08",613,98.550003,99.110001,96.760002,96.959999,70798000,95.853114
"2016-01-11",614,98.970001,99.059998,97.339996,98.529999,49739400,97.40519
"2016-01-12",615,100.550003,100.690002,98.839996,99.959999,49154200,98.818866
"2016-01-13",616,100.32,101.190002,97.300003,97.389999,62439600,96.278205
"2016-01-14",617,97.959999,100.480003,95.739998,99.519997,63170100,98.383886
"2016-01-15",618,96.199997,97.709999,95.360001,97.129997,79833900,96.021171
"2016-01-19",619,98.410004,98.650002,95.5,96.660004,53087700,95.556543
"2016-01-20",620,95.099998,98.190002,93.419998,96.790001,72334400,95.685056
"2016-01-21",621,97.059998,97.879997,94.940002,96.300003,52161500,95.200652
"2016-01-22",622,98.629997,101.459999,98.370003,101.419998,65800500,100.262198
"2016-01-25",623,101.519997,101.529999,99.209999,99.440002,51794500,98.304805
"2016-01-26",624,99.93,100.879997,98.07,99.989998,75077000,98.848522
"2016-01-27",625,96.040001,96.629997,93.339996,93.419998,133369700,92.353525
"2016-01-28",626,93.790001,94.519997,92.389999,94.089996,55678800,93.015874
"2016-01-29",627,94.790001,97.339996,94.349998,97.339996,64416500,96.228773
"2016-02-01",628,96.470001,96.709999,95.400002,96.43,40943500,95.329165
"2016-02-02",629,95.419998,96.040001,94.279999,94.480003,37357200,93.401429
"2016-02-03",630,95,96.839996,94.080002,96.349998,45964300,95.250077
"2016-02-04",631,95.860001,97.330002,95.190002,96.599998,46471700,96.015414
"2016-02-05",632,96.519997,96.919998,93.690002,94.019997,46418100,93.451025
"2016-02-08",633,93.129997,95.699997,93.040001,95.010002,54021400,94.43504
"2016-02-09",634,94.290001,95.940002,93.93,94.989998,44331200,94.415156
"2016-02-10",635,95.919998,96.349998,94.099998,94.269997,42343600,93.699512
"2016-02-11",636,93.790001,94.720001,92.589996,93.699997,50074700,93.132962
"2016-02-12",637,94.190002,94.5,93.010002,93.989998,40351400,93.421208
"2016-02-16",638,95.019997,96.849998,94.610001,96.639999,49057900,96.055173
"2016-02-17",639,96.669998,98.209999,96.150002,98.120003,44863200,97.52622
"2016-02-18",640,98.839996,98.889999,96.089996,96.260002,39021000,95.677475
"2016-02-19",641,96,96.760002,95.800003,96.040001,35374200,95.458805
"2016-02-22",642,96.309998,96.900002,95.919998,96.879997,34280800,96.293718
"2016-02-23",643,96.400002,96.5,94.550003,94.690002,31942600,94.116976
"2016-02-24",644,93.980003,96.379997,93.32,96.099998,36255700,95.51844
"2016-02-25",645,96.050003,96.760002,95.25,96.760002,27582700,96.174449
"2016-02-26",646,97.199997,98.019997,96.580002,96.910004,28991100,96.323543
"2016-02-29",647,96.860001,98.230003,96.650002,96.690002,35216300,96.104873
"2016-03-01",648,97.650002,100.769997,97.419998,100.529999,50407100,99.921631
"2016-03-02",649,100.510002,100.889999,99.639999,100.75,33169600,100.140301
"2016-03-03",650,100.580002,101.709999,100.449997,101.5,36955700,100.885763
"2016-03-04",651,102.370003,103.75,101.370003,103.010002,46055100,102.386627
"2016-03-07",652,102.389999,102.830002,100.959999,101.870003,35828900,101.253526
"2016-03-08",653,100.779999,101.760002,100.400002,101.029999,31561900,100.418606
"2016-03-09",654,101.309998,101.580002,100.269997,101.120003,27201700,100.508065
"2016-03-10",655,101.410004,102.239998,100.150002,101.169998,33513600,100.557758
"2016-03-11",656,102.239998,102.279999,101.5,102.260002,27408200,101.641166
"2016-03-14",657,101.910004,102.910004,101.779999,102.519997,25076100,101.899587
"2016-03-15",658,103.959999,105.18,103.849998,104.580002,40067700,103.947125
"2016-03-16",659,104.610001,106.309998,104.589996,105.970001,38303500,105.328713
"2016-03-17",660,105.519997,106.470001,104.959999,105.800003,34420700,105.159744
"2016-03-18",661,106.339996,106.5,105.190002,105.919998,44205200,105.279013
"2016-03-21",662,105.93,107.650002,105.139999,105.910004,35502700,105.269079
"2016-03-22",663,105.25,107.290001,105.209999,106.720001,32444400,106.074174
"2016-03-23",664,106.480003,107.07,105.900002,106.129997,25703500,105.487741
"2016-03-24",665,105.470001,106.25,104.889999,105.669998,26133000,105.030526
"2016-03-28",666,106,106.190002,105.059998,105.190002,19411400,104.553435
"2016-03-29",667,104.889999,107.790001,104.879997,107.68,31190100,107.028364
"2016-03-30",668,108.650002,110.419998,108.599998,109.559998,45601100,108.896984
"2016-03-31",669,109.720001,109.900002,108.879997,108.989998,25888400,108.330434
"2016-04-01",670,108.779999,110,108.199997,109.989998,25874000,109.324382
"2016-04-04",671,110.419998,112.190002,110.269997,111.120003,37356200,110.447549
"2016-04-05",672,109.510002,110.730003,109.419998,109.809998,26578700,109.145471
"2016-04-06",673,110.230003,110.980003,109.199997,110.959999,26404100,110.288514
"2016-04-07",674,109.949997,110.419998,108.120003,108.540001,31801900,107.88316
"2016-04-08",675,108.910004,109.769997,108.169998,108.660004,23581700,108.002437
"2016-04-11",676,108.970001,110.610001,108.830002,109.019997,29407500,108.360251
"2016-04-12",677,109.339996,110.5,108.660004,110.440002,27232300,109.771664
"2016-04-13",678,110.800003,112.339996,110.800003,112.040001,33257300,111.36198
"2016-04-14",679,111.620003,112.389999,111.330002,112.099998,25473900,111.421614
"2016-04-15",680,112.110001,112.300003,109.730003,109.849998,46939000,109.18523
"2016-04-18",681,108.889999,108.949997,106.940002,107.480003,60821500,106.829577
"2016-04-19",682,107.879997,108,106.230003,106.910004,32384900,106.263027
"2016-04-20",683,106.639999,108.089996,106.059998,107.129997,30611000,106.481689
"2016-04-21",684,106.93,106.93,105.519997,105.970001,31552500,105.328713
"2016-04-22",685,105.010002,106.480003,104.620003,105.68,33683100,105.040467
"2016-04-25",686,105,105.650002,104.510002,105.080002,28031600,104.4441
"2016-04-26",687,103.910004,105.300003,103.910004,104.349998,56016200,103.718514
"2016-04-27",688,96,98.709999,95.68,97.82,114602100,97.228032
"2016-04-28",689,97.610001,97.879997,94.25,94.830002,82242700,94.256129
"2016-04-29",690,93.989998,94.720001,92.510002,93.739998,68531500,93.172721
"2016-05-02",691,93.970001,94.080002,92.400002,93.639999,48160100,93.073328
"2016-05-03",692,94.199997,95.739998,93.68,95.18,56831300,94.604009
"2016-05-04",693,95.199997,95.900002,93.82,94.190002,41025500,93.620002
"2016-05-05",694,94,94.07,92.68,93.239998,35890500,93.239998
"2016-05-06",695,93.370003,93.449997,91.849998,92.720001,43458200,92.720001
"2016-05-09",696,93,93.769997,92.589996,92.790001,32855300,92.790001
"2016-05-10",697,93.330002,93.57,92.110001,93.419998,33592500,93.419998
"2016-05-11",698,93.480003,93.57,92.459999,92.510002,28539900,92.510002
"2016-05-12",699,92.720001,92.779999,89.470001,90.339996,76109800,90.339996
"2016-05-13",700,90,91.669998,90,90.519997,44188200,90.519997
"2016-05-16",701,92.389999,94.389999,91.650002,93.879997,61140600,93.879997
"2016-05-17",702,94.550003,94.699997,93.010002,93.489998,46507400,93.489998
"2016-05-18",703,94.160004,95.209999,93.889999,94.559998,41923100,94.559998
"2016-05-19",704,94.639999,94.639999,93.57,94.199997,30342700,94.199997
"2016-05-20",705,94.639999,95.43,94.519997,95.220001,31804600,95.220001
"2016-05-23",706,95.870003,97.190002,95.669998,96.43,37860500,96.43
"2016-05-24",707,97.220001,98.089996,96.839996,97.900002,35036800,97.900002
"2016-05-25",708,98.669998,99.739998,98.110001,99.620003,38168800,99.620003
"2016-05-26",709,99.68,100.730003,98.639999,100.410004,56093400,100.410004
"2016-05-27",710,99.440002,100.470001,99.25,100.349998,36229500,100.349998
"2016-05-31",711,99.599998,100.400002,98.82,99.860001,42084800,99.860001
"2016-06-01",712,99.019997,99.540001,98.330002,98.459999,29113400,98.459999
